,Item_Identifier,Outlet_Identifier,Unnamed 0
94,NCT29,OUT013,2033.9990260000009
95,FDZ27,OUT046,645.4931000000001
96,FDN57,OUT017,1959.5492699999982
97,FDA03,OUT018,1496.9447720000003
98,FDZ36,OUT045,2173.8037099999997
99,NCU05,OUT013,598.3744340000001
100,FDT39,OUT018,1441.8831119999993
101,FDK60,OUT017,1126.5269420000002
102,FDZ25,OUT017,2456.9218439999995
103,FDG12,OUT046,1793.338958
104,DRB01,OUT019,429.5208960000002
105,NCC43,OUT027,4409.506845999999
106,FDX13,OUT019,635.5926539999994
107,FDM22,OUT049,728.7447320000002
108,FDJ03,OUT027,1143.3051020000007
109,FDU14,OUT018,2800.7742540000013
110,FDB33,OUT010,270.32145800000006
111,FDP27,OUT046,2310.45916
112,FDO38,OUT010,174.86571199999995
113,FDE28,OUT027,4368.293826000001
114,FDO27,OUT035,1640.0984299999996
115,DRL23,OUT027,2421.1151200000004
116,FDS28,OUT046,873.8025780000003
117,FDX24,OUT013,1017.302452
118,FDZ02,OUT035,1390.7896199999993
119,FDL46,OUT045,1503.8224860000003
120,FDS60,OUT027,3910.356586000002
121,NCO06,OUT017,438.28948200000013
122,FDO16,OUT035,1049.3141159999998
123,FDC60,OUT049,1135.5019260000004
124,FDA48,OUT018,2595.0021060000004
125,FDZ36,OUT027,4765.263760000003
126,FDK27,OUT045,1555.5817780000007
127,FDW23,OUT018,450.91305000000006
128,FDM14,OUT018,1261.7509220000002
129,FDM14,OUT013,1629.0328339999999
130,FDW60,OUT018,2506.2043599999993
131,FDE21,OUT013,1349.3568860000005
132,NCM42,OUT035,1499.0287259999998
133,FDY59,OUT010,183.12829000000002
134,DRI49,OUT049,1073.3295220000005
135,FDT28,OUT019,246.45252800000006
136,FDQ22,OUT018,423.9814400000003
137,FDR60,OUT049,831.9637060000001
138,FDC50,OUT019,250.30751
139,FDV24,OUT013,2238.792447999999
140,DRF48,OUT010,533.8584140000002
141,FDQ47,OUT046,713.4979119999996
142,DRN36,OUT049,1307.2050879999995
143,NCY06,OUT035,1836.1232659999982
144,FDE52,OUT035,1347.7656240000006
145,NCB54,OUT045,1326.2536260000002
146,NCF31,OUT035,1929.32195
147,FDJ08,OUT027,4231.05913
148,NCC07,OUT017,1406.6156860000006
149,NCD19,OUT027,1522.6513100000004
150,FDL46,OUT049,1915.9060799999995
151,FDM20,OUT045,2877.341254000001
152,NCI06,OUT010,315.38946
153,DRM11,OUT035,4109.350889999998
154,NCH07,OUT018,1464.167438
155,FDS23,OUT013,2253.613156
156,FDO49,OUT018,405.3856460000001
157,FDS35,OUT049,868.0700399999998
158,DRK39,OUT045,1089.3819600000002
159,DRI39,OUT049,785.7638440000001
160,FDV04,OUT017,2188.5778119999995
161,NCN14,OUT035,2689.4724679999995
162,FDH08,OUT013,2609.1170660000002
163,FDS20,OUT046,2369.662096000001
164,FDV40,OUT049,1175.0637619999993
165,FDZ48,OUT010,215.33969399999998
166,FDS24,OUT027,1893.3754080000008
167,FDK44,OUT049,2498.794006
168,FDS48,OUT045,2183.025040000001
169,FDK26,OUT010,402.49607400000025
170,FDD23,OUT045,2493.547502000001
171,NCH54,OUT017,1810.8361819999993
172,NCP14,OUT010,244.41517999999988
173,FDM60,OUT010,97.47311999999997
174,FDV24,OUT017,2327.450376
175,FDH08,OUT018,2795.907256
176,FDS12,OUT027,2799.4426540000004
177,FDR39,OUT027,3614.7746760000005
178,FDP12,OUT027,939.1042419999999
179,DRF60,OUT027,5336.713242000003
180,FDC09,OUT035,1253.974378
181,FDF50,OUT018,2664.1054879999997
182,FDG28,OUT035,2943.8946219999993
183,NCE19,OUT017,742.6999000000001
184,NCM53,OUT010,287.1129340000001
185,NCN18,OUT049,1440.997598
186,FDF32,OUT035,2822.479334000001
187,FDF11,OUT013,2986.64564
188,DRI59,OUT049,3147.9090580000006
189,NCG54,OUT035,2045.0313319999998
190,FDM44,OUT046,1251.8504759999998
191,FDT57,OUT018,2868.1265819999994
192,FDV24,OUT046,2057.6615579999993
193,FDI50,OUT019,548.0932180000003
194,FDS09,OUT035,713.5911240000006
195,NCC31,OUT027,2977.817131999999
196,FDQ07,OUT019,467.0187519999998
197,FDC22,OUT017,2352.198162
198,FDZ56,OUT046,2359.4021179999986
199,FDZ40,OUT019,115.369824
200,FDS46,OUT027,2407.0001599999996
201,DRD24,OUT045,2210.2029959999995
202,FDV45,OUT017,2762.757073999999
203,FDL26,OUT045,2013.299304
204,FDA56,OUT018,1088.9292160000007
205,FDN27,OUT046,1407.2149060000002
206,FDM20,OUT049,3146.0781079999997
207,FDO16,OUT017,973.8789759999994
208,FDL03,OUT035,2683.3071600000003
209,FDE58,OUT046,1508.463112
210,FDI02,OUT027,2696.4300779999994
211,NCC55,OUT019,78.26478999999998
212,FDR03,OUT018,2258.533418000001
213,FDB14,OUT017,1278.822034
214,FDR45,OUT013,3023.910466
215,NCN07,OUT017,1239.4865700000003
216,FDM51,OUT019,187.26290799999995
217,FDT52,OUT027,4491.340324000002
218,FDL26,OUT046,2180.554922
219,NCZ42,OUT046,3968.421003999999
220,DRI47,OUT019,297.82565600000015
221,FDW40,OUT013,1720.4871219999998
222,FDN34,OUT046,1989.5968239999993
223,FDS01,OUT035,2884.7116600000004
224,NCG55,OUT045,1407.621044000001
225,FDC11,OUT035,1355.6553540000004
226,FDX35,OUT018,2863.7056699999985
227,NCB06,OUT046,2049.239188
228,FDR09,OUT019,597.7152920000007
229,FDC53,OUT017,1465.8785440000004
230,FDY45,OUT013,3388.682311999999
231,FDA22,OUT010,258.603378
232,FDE02,OUT035,1494.115122
233,FDW21,OUT045,1539.7557120000004
234,FDV34,OUT046,837.6829279999994
235,FDS59,OUT049,1376.5614739999999
236,NCW17,OUT017,1517.0386159999994
237,NCK54,OUT046,1593.4524819999995
238,FDG17,OUT019,393.3013760000001
239,FDG35,OUT017,2196.74052
240,FDD08,OUT010,75.77469799999997
241,NCO07,OUT017,3170.865842000001
242,FDJ10,OUT010,359.4188140000002
243,FDW36,OUT017,1386.5284999999994
244,FDW21,OUT010,203.56835000000004
245,FDY19,OUT017,1347.792256
246,DRE03,OUT013,647.7568199999996
247,NCC55,OUT049,704.2100019999999
248,FDH52,OUT010,173.64064
249,FDO09,OUT017,3279.817354000001
250,FDU43,OUT045,2628.4119499999997
251,FDX09,OUT010,336.7949300000001
252,FDH40,OUT019,142.75417799999997
253,FDW58,OUT017,1470.126348
254,FDC47,OUT017,3051.481244000001
255,NCR41,OUT035,1360.2626899999989
256,DRG49,OUT035,2878.6661959999997
257,FDC52,OUT027,2487.2290599999983
258,FDY13,OUT046,926.2543019999998
259,FDY35,OUT013,638.8018099999999
260,FDI35,OUT017,3078.6525420000007
261,NCU18,OUT049,1705.4533580000002
262,FDY33,OUT018,1649.918980000001
263,FDC15,OUT027,3093.965942
264,FDU01,OUT049,2274.3528260000003
265,NCU42,OUT046,1859.366344
266,NCV29,OUT018,2162.1988159999987
267,NCY30,OUT017,2770.1008480000005
268,FDQ46,OUT049,1432.8348900000003
269,FDG58,OUT027,2972.8635799999984
270,FDK33,OUT017,3003.457089999999
271,NCD07,OUT045,1392.4740939999997
272,NCX29,OUT027,2753.176212000001
273,NCT42,OUT013,1785.4292539999997
274,DRN59,OUT035,772.8806140000002
275,FDI44,OUT035,962.700194
276,FDA45,OUT049,2245.9631139999988
277,FDP31,OUT045,840.5392100000001
278,FDY01,OUT046,1514.2489140000007
279,FDT09,OUT018,1319.8020240000008
280,DRH03,OUT027,2104.806856000001
281,FDA36,OUT018,1913.2495380000003
282,NCF31,OUT017,2062.062495999998
283,FDG14,OUT049,1967.8451379999992
284,FDG28,OUT027,5287.597175999998
285,FDU14,OUT049,2999.4090259999994
286,FDY47,OUT019,291.58711000000005
287,FDI56,OUT049,1480.7325419999986
288,DRD01,OUT013,780.0712540000007
289,FDM22,OUT046,767.5475560000003
290,FDH33,OUT013,607.9952440000001
291,DRZ24,OUT013,1801.6614580000014
292,NCQ38,OUT046,1396.4422620000003
293,FDO16,OUT027,1838.1073500000016
294,FDU07,OUT027,2647.0676659999986
295,NCB07,OUT013,2492.0827420000005
296,FDU48,OUT045,1948.6501240000005
297,NCM43,OUT045,2147.544558
298,FDR31,OUT010,217.11072200000007
299,DRK49,OUT018,357.06854
300,NCI30,OUT010,517.7527119999996
301,DRD60,OUT017,2672.4612780000007
302,NCG19,OUT046,2704.0401720000013
303,FDH12,OUT035,1308.6432159999995
304,FDM32,OUT035,1346.5538679999997
305,FDM27,OUT035,1778.9576780000002
306,NCU53,OUT027,3665.488662000001
307,NCQ18,OUT046,1166.4815999999996
308,FDS10,OUT013,2841.5944519999985
309,FDB33,OUT027,4230.919311999998
310,FDI12,OUT013,661.099452
311,NCW42,OUT013,2771.385841999999
312,NCC06,OUT018,1165.4030039999998
313,FDW02,OUT017,1729.1491800000001
314,NCD43,OUT017,1539.875556
315,FDM57,OUT018,773.000458
316,FDA58,OUT017,2726.271234000001
317,FDK56,OUT046,2431.0222240000003
318,FDP52,OUT045,2814.562972
319,FDW20,OUT018,1224.7391
320,FDS52,OUT049,1314.215962
321,NCT29,OUT018,1777.772554
322,NCL54,OUT013,2411.953712000001
323,FDC05,OUT045,2958.628776
324,FDF34,OUT035,2989.0491780000007
325,FDP03,OUT027,2356.8387879999996
326,FDD32,OUT010,130.044056
327,FDZ10,OUT045,1723.576433999999
328,FDZ40,OUT035,637.2105479999998
329,FDD51,OUT018,415.019772
330,NCY30,OUT019,615.958212
331,FDP58,OUT017,2361.852262
332,FDV49,OUT017,3815.4934020000005
333,FDY24,OUT019,121.82142599999999
334,NCO55,OUT017,1490.3000879999997
335,FDR13,OUT017,1773.6712259999993
336,FDS51,OUT017,886.186458
337,FDP26,OUT045,1315.8604879999998
338,NCB54,OUT027,2661.6886339999996
339,FDF32,OUT017,2774.3087040000014
340,FDN31,OUT018,2276.736390000002
341,DRM48,OUT017,553.958916
342,FDN20,OUT049,2256.99542
343,DRL01,OUT046,3127.0029380000014
344,FDV56,OUT049,1378.225974
345,DRH13,OUT027,2592.278983999998
346,FDA03,OUT017,2173.990134
347,FDF47,OUT027,4120.070269999999
348,FDX32,OUT046,1958.5305960000003
349,FDX57,OUT049,1333.9835640000001
350,NCA30,OUT045,3013.9900459999985
351,FDO49,OUT013,624.5203999999999
352,FDL04,OUT019,205.59238199999996
353,DRM48,OUT035,705.6481300000003
354,FDR16,OUT013,2147.2449479999987
355,NCC19,OUT018,2349.8345719999998
356,NCE42,OUT045,3408.962580000001
357,FDY24,OUT017,880.8134520000004
358,FDH19,OUT049,2417.7594880000006
359,FDJ46,OUT013,2336.8115240000006
360,FDN45,OUT010,373.99983399999996
361,FDY08,OUT035,1418.5135319999995
362,FDZ37,OUT035,1096.6258640000005
363,NCT30,OUT045,573.0274279999998
364,DRY23,OUT018,416.251502
365,NCZ30,OUT018,1478.7817480000003
366,FDC44,OUT018,1219.7389420000006
367,FDB45,OUT035,1501.1859180000008
368,FDY04,OUT013,1705.2869079999996
369,FDM27,OUT046,2286.4970180000005
370,FDZ43,OUT017,3131.7833820000005
371,FDT39,OUT019,234.24841400000003
372,NCC06,OUT019,290.59506800000025
373,FDL15,OUT027,2894.7852139999986
374,FDL57,OUT017,3427.83801
375,FDU08,OUT046,1089.3353539999996
376,FDK40,OUT017,3358.8211819999983
377,FDQ12,OUT010,519.1109440000006
378,FDS48,OUT017,2205.189521999999
379,FDP09,OUT045,2754.5810499999993
380,FDW21,OUT049,1350.488746
381,FDY25,OUT035,2389.469646000002
382,DRE13,OUT017,1121.0340919999996
383,FDV43,OUT019,77.32601200000003
384,FDD22,OUT045,1722.1782540000004
385,FDM46,OUT019,186.75024200000004
386,NCO30,OUT010,363.47353599999985
387,FDM25,OUT046,2421.0884879999985
388,NCN41,OUT049,1613.9458060000004
389,FDU24,OUT045,1252.656094000001
390,FDZ50,OUT046,2205.196180000001
391,FDP45,OUT013,3362.0569699999996
392,NCM54,OUT045,1694.2013379999992
393,FDW10,OUT019,373.0477400000002
394,FDP20,OUT017,1644.0665979999987
395,FDK32,OUT046,2164.0830300000002
396,FDN52,OUT049,1079.9342580000002
397,FDM58,OUT045,1671.2245800000005
398,FDZ46,OUT027,2203.977766000002
399,NCA18,OUT018,1381.5216839999996
400,FDD35,OUT046,1654.3132599999997
401,NCK31,OUT035,672.418052
402,FDI40,OUT027,2133.5494420000014
403,FDT50,OUT019,236.31239399999993
404,NCT06,OUT046,1660.2854860000007
405,FDT31,OUT035,2701.789768
406,FDT45,OUT049,768.36649
407,FDT13,OUT045,2227.26745
408,FDO50,OUT045,1170.6628239999993
409,NCU18,OUT010,273.03126400000014
410,NCR54,OUT049,2834.8831880000002
411,NCO18,OUT018,2206.2548019999986
412,FDU09,OUT045,862.1377620000006
413,FDT13,OUT018,2205.9418760000012
414,FDE09,OUT046,1569.2839420000007
415,NCK53,OUT019,235.49345999999997
416,FDG45,OUT049,2523.6150300000004
417,DRH15,OUT035,865.8729
418,FDO21,OUT019,417.2035960000001
419,FDD14,OUT027,3920.556642
420,FDC09,OUT046,1232.6221719999996
421,FDH45,OUT027,1041.723996
422,FDV32,OUT046,838.3886759999998
423,FDG12,OUT035,1942.7444779999992
424,FDS32,OUT013,1857.2624159999996
425,NCL55,OUT018,2949.1477840000002
426,DRE01,OUT035,2333.808766
427,DRE15,OUT049,936.1148
428,NCL42,OUT045,2935.1726419999995
429,FDP31,OUT013,724.7299579999994
430,FDN33,OUT018,1124.5029099999995
431,FDZ59,OUT046,1947.3118660000002
432,FDE45,OUT010,350.91654799999975
433,FDJ07,OUT013,1509.63492
434,FDQ45,OUT018,2232.26095
435,FDM33,OUT027,4662.384343999995
436,FDO15,OUT010,226.35202599999997
437,FDM46,OUT013,1166.4017039999994
438,FDR03,OUT045,2720.4521420000005
439,FDY49,OUT018,2013.87855
440,FDQ60,OUT045,1512.3180940000007
441,FDW10,OUT049,2665.7699880000005
442,FDO51,OUT049,656.3123500000002
443,FDJ40,OUT018,1220.438032
444,FDS20,OUT018,1933.0171400000008
445,FDU45,OUT013,1915.6197860000007
446,FDV02,OUT035,2437.3872719999995
447,FDN09,OUT046,2589.6490740000013
448,NCM55,OUT027,3321.476459999997
449,FDN23,OUT018,1678.1755320000002
450,FDY31,OUT010,249.94797800000003
451,FDW03,OUT010,237.084722
452,FDD14,OUT046,2524.1010639999995
453,FDV23,OUT017,1955.8274479999998
454,DRI03,OUT045,2222.4137680000013
455,FDN13,OUT035,1011.9760520000003
456,FDF45,OUT027,1592.1009080000001
457,FDU46,OUT035,1306.5459460000009
458,FDB57,OUT049,2950.0332979999994
459,FDV12,OUT049,1300.8666719999994
460,FDQ58,OUT013,1864.7060599999998
461,NCA18,OUT017,1368.4786620000002
462,FDH52,OUT049,819.0338699999999
463,FDM24,OUT018,1692.0308299999992
464,NCP43,OUT027,3796.1985180000006
465,NCO18,OUT019,461.0798159999998
466,FDM32,OUT017,1322.824756
467,NCL07,OUT017,636.092004
468,FDK03,OUT013,2840.8287819999996
469,FDP59,OUT017,1340.748092000001
470,FDQ24,OUT049,3568.2885200000005
471,FDQ16,OUT018,1340.5683259999998
472,FDU44,OUT013,2295.5718719999995
473,FDH28,OUT010,66.24044200000003
474,FDV28,OUT019,69.79581400000001
475,FDM22,OUT045,692.2722080000001
476,FDR56,OUT046,2743.9948300000015
477,FDV39,OUT049,2751.205444000001
478,FDU37,OUT019,161.030388
479,FDQ11,OUT010,656.8915959999997
480,FDX02,OUT045,2892.0953820000013
481,NCS42,OUT018,1012.9214879999988
482,FDY57,OUT027,2030.037516
483,FDB21,OUT049,3348.8275240000016
484,FDE28,OUT017,2679.5054420000024
485,FDQ55,OUT017,1529.469102
486,FDA48,OUT049,2952.4501520000026
487,FDZ19,OUT045,2249.431932
488,NCC43,OUT045,3806.0323839999996
489,NCV18,OUT046,1086.15283
490,NCA42,OUT018,1637.2554639999996
491,FDY45,OUT046,3116.31019
492,NCC30,OUT045,2682.9542859999992
493,FDM57,OUT013,853.7020759999998
494,FDL09,OUT010,344.6380539999999
495,FDB09,OUT027,2334.5744360000003
496,FDT44,OUT035,1450.5318540000005
497,NCT06,OUT027,3332.708506000004
498,FDX26,OUT049,2289.7394640000007
499,FDK32,OUT013,2353.276757999999
500,DRA12,OUT046,3169.753955999998
501,FDO46,OUT010,493.4177220000003
502,FDE52,OUT013,917.0729199999998
503,NCH42,OUT045,2528.0559160000016
504,FDV08,OUT035,722.2398660000003
505,FDB47,OUT018,2403.5712900000008
506,FDC28,OUT010,155.72396200000003
507,FDD22,OUT046,1772.572656
508,FDS07,OUT027,2298.9208460000004
509,DRI13,OUT045,2785.134612
510,FDG32,OUT018,2095.6587640000007
511,FDU14,OUT017,3246.4474580000006
512,FDD28,OUT019,125.71635599999999
513,NCP41,OUT017,1340.7547499999994
514,FDS08,OUT049,2309.6668579999996
515,FDX47,OUT045,2042.2549459999989
516,FDC53,OUT019,252.26496199999983
517,FDQ19,OUT035,3092.627684
518,FDL14,OUT045,2225.5297119999996
519,FDM33,OUT019,344.39836599999995
520,FDA51,OUT045,1613.7527240000002
521,FDZ27,OUT018,501.50719200000043
522,FDT04,OUT046,581.3033219999998
523,DRC13,OUT049,1501.9915359999995
524,FDR16,OUT027,3872.1263499999977
525,FDQ03,OUT027,4275.068510000001
526,FDE38,OUT035,1955.434626
527,DRH23,OUT027,1799.5375560000007
528,FDT11,OUT019,335.8761259999998
529,FDD09,OUT035,2450.4569260000007
530,FDR40,OUT045,867.8103780000002
531,FDX07,OUT017,2308.2553619999994
532,FDR07,OUT035,1383.8120359999998
533,FDA51,OUT017,1960.4614159999994
534,FDT59,OUT019,509.78308599999997
535,FDF20,OUT017,2604.622915999999
536,FDR13,OUT045,1611.3092380000003
537,FDY26,OUT049,2989.335472
538,FDW04,OUT017,1822.9870320000002
539,FDK52,OUT017,2617.419592000002
540,FDN60,OUT049,2073.467649999999
541,FDM09,OUT019,299.889636
542,FDP46,OUT049,1085.9397740000006
543,FDB50,OUT019,161.80271600000006
544,NCQ29,OUT049,3172.656843999999
545,FDP16,OUT027,4240.3936459999995
546,FDX33,OUT018,1786.5078500000006
547,FDP07,OUT010,378.44737799999996
548,FDN22,OUT046,2455.77001
549,FDF39,OUT049,3819.754521999999
550,FDS21,OUT017,870.9596120000001
551,NCM42,OUT013,1321.519787999999
552,FDK50,OUT019,227.64367799999997
553,DRF13,OUT027,2742.9295500000007
554,FDH35,OUT018,1893.5218840000002
555,FDP60,OUT018,1096.1797779999997
556,DRJ49,OUT027,2586.573078
557,NCT42,OUT019,369.0662559999997
558,FDE38,OUT049,1985.7817899999989
559,FDI04,OUT049,3019.582766
560,NCH54,OUT045,1647.6619179999993
561,FDT56,OUT049,834.1675039999999
562,DRD15,OUT018,3172.543658000001
563,FDV58,OUT013,3131.2107939999987
564,FDP21,OUT049,2322.736512000001
565,FDH05,OUT013,2831.3477900000003
566,FDR10,OUT027,4069.9821360000014
567,NCP06,OUT045,1784.823375999999
568,FDF33,OUT049,1229.3397779999998
569,DRK37,OUT013,2374.216168000001
570,DRH49,OUT045,1091.4592560000006
571,FDT58,OUT013,1771.0612899999999
572,FDD41,OUT018,1277.1375599999994
573,FDP40,OUT018,1417.1353259999994
574,FDM51,OUT027,2196.8736799999997
575,FDO45,OUT010,171.25041800000002
576,FDW33,OUT010,208.97464599999995
577,FDY24,OUT045,880.3540500000003
578,FDB10,OUT010,391.83661600000005
579,FDM40,OUT035,1720.3939100000002
580,NCI06,OUT017,2559.9610520000006
581,FDW12,OUT019,284.3232320000001
582,FDX48,OUT027,3475.895453999999
583,NCW05,OUT027,2320.725795999999
584,FDX27,OUT017,1305.846856
585,DRM37,OUT045,2566.565788
586,FDA38,OUT045,3346.9233360000007
587,FDR36,OUT046,764.8111180000003
588,FDZ45,OUT046,2914.532842
589,FDG05,OUT017,1999.417374
590,FDK28,OUT013,2995.973498000001
591,FDV47,OUT045,964.8973340000005
592,FDN21,OUT045,2069.9389100000003
593,FDP20,OUT027,2499.8726019999986
594,FDI35,OUT045,2906.3301860000006
595,DRY23,OUT013,628.1889580000001
596,FDA56,OUT017,1657.6156280000002
597,FDB09,OUT013,1560.6684900000007
598,NCO26,OUT027,2594.103276
599,FDQ49,OUT018,1575.2361940000012
600,FDI52,OUT027,2698.873563999998
601,FDZ44,OUT027,2494.739284
602,FDZ09,OUT018,1541.9861420000009
603,FDY03,OUT049,1649.5461319999997
604,NCG42,OUT017,1405.7235140000003
605,DRI13,OUT027,4513.278433999998
606,FDQ32,OUT013,1768.7975699999997
607,FDW16,OUT035,1237.722199999999
608,FDU27,OUT046,582.2487579999998
609,FDR28,OUT010,272.02590599999996
610,FDQ49,OUT010,239.534866
611,FDS37,OUT046,1737.5116280000013
612,FDW26,OUT018,2402.8921740000005
613,FDX12,OUT018,3111.476481999998
614,NCP06,OUT013,1722.7375259999994
615,FDW45,OUT010,313.5318780000001
616,NCN30,OUT049,1237.2627979999995
617,FDN24,OUT049,734.1310540000002
618,NCL41,OUT027,1295.2606359999993
619,FDR02,OUT019,228.276188
620,FDD09,OUT010,423.2424019999999
621,FDS33,OUT010,167.43538400000006
622,FDU22,OUT045,1576.7142699999995
623,FDI53,OUT013,2059.658958
624,DRH01,OUT049,2321.0786699999994
625,FDX32,OUT013,2127.0512340000014
626,NCP30,OUT018,451.82519600000046
627,FDB60,OUT045,2768.7958800000006
628,FDB14,OUT049,1291.3523900000012
629,NCP02,OUT035,712.0597839999999
630,FDJ10,OUT017,1730.8070220000006
631,FDG34,OUT046,1455.6851460000003
632,NCB18,OUT017,1405.636959999999
633,FDM16,OUT049,830.5921580000002
634,FDW25,OUT018,969.7044099999998
635,FDB35,OUT010,171.41686800000008
636,DRN11,OUT013,1761.0143680000006
637,FDF41,OUT019,413.50840600000004
638,FDH16,OUT045,1165.2765019999997
639,NCQ50,OUT018,2477.3152979999995
640,DRH23,OUT018,801.3568800000005
641,DRJ37,OUT013,2284.0934799999995
642,DRJ24,OUT027,3453.5978119999995
643,FDY16,OUT035,2453.785926
644,FDQ27,OUT045,1589.1114660000007
645,FDZ33,OUT045,1650.5648060000003
646,FDF29,OUT045,1808.1596660000002
647,FDA08,OUT049,2100.199519999999
648,FDG31,OUT046,990.6371619999998
649,FDE34,OUT019,475.82062799999994
650,NCR30,OUT027,2088.641232000001
651,FDV33,OUT035,3311.669225999998
652,DRZ24,OUT018,1451.4772900000005
653,NCL54,OUT035,2203.897869999999
654,FDR12,OUT049,2118.995054
655,NCC54,OUT046,2438.172916000002
656,DRN59,OUT013,667.9105859999996
657,FDX50,OUT019,247.38464800000006
658,FDV31,OUT027,4096.274578000002
659,NCA29,OUT027,3098.9261520000023
660,FDW60,OUT049,2957.9163699999995
661,FDX08,OUT017,2396.134303999999
662,DRD49,OUT013,2842.8927620000027
663,FDD33,OUT046,2713.281476000001
664,FDW35,OUT013,735.2895460000005
665,FDJ36,OUT017,1092.6110899999996
666,FDV51,OUT035,2463.2935499999985
667,FDW36,OUT046,1335.5149039999992
668,FDH35,OUT046,2278.2078080000006
669,NCS30,OUT027,3435.2417059999993
670,FDN49,OUT017,546.8148820000001
671,FDL08,OUT018,2574.3822800000016
672,FDI09,OUT013,2702.4755419999997
673,FDP19,OUT018,1310.19453
674,FDU21,OUT010,67.39227599999998
675,NCP41,OUT045,1284.1950399999994
676,FDY10,OUT013,1886.5975640000004
677,FDP12,OUT018,447.65063000000026
678,NCN26,OUT049,1517.404806
679,FDK44,OUT013,2318.9814000000006
680,FDC28,OUT049,1435.8110159999994
681,FDJ41,OUT027,4668.536335999997
682,NCT29,OUT035,2146.1130879999987
683,NCH42,OUT019,487.2590720000002
684,FDU60,OUT018,1581.6744800000006
685,FDS02,OUT045,2469.758468
686,FDC51,OUT046,1597.9865799999998
687,FDU03,OUT013,2483.0478360000016
688,FDX39,OUT045,3028.497828
689,NCY05,OUT010,74.40314999999998
