,Item_Identifier,Outlet_Identifier,Unnamed 0
237,NCK54,OUT046,1451.4506580000004
238,FDG17,OUT019,393.2281380000001
239,FDG35,OUT017,2342.4907979999994
240,FDD08,OUT010,69.73589199999998
241,NCO07,OUT017,2782.418148000001
242,FDJ10,OUT010,386.37039800000014
243,FDW36,OUT017,1323.3840279999993
244,FDW21,OUT010,212.543334
245,FDY19,OUT017,1438.5008480000006
246,DRE03,OUT013,604.752798
247,NCC55,OUT049,743.0794060000001
248,FDH52,OUT010,166.54987
249,FDO09,OUT017,3204.5420059999997
250,FDU43,OUT045,2609.5831260000004
251,FDX09,OUT010,376.882748
252,FDH40,OUT019,136.735346
253,FDW58,OUT017,1408.5531640000013
254,FDC47,OUT017,3037.998794000003
255,NCR41,OUT035,1325.461323999999
256,DRG49,OUT035,3057.919530000001
257,FDC52,OUT027,2626.268073999998
258,FDY13,OUT046,935.1360739999993
259,FDY35,OUT013,705.4949959999997
260,FDI35,OUT017,3309.8582500000007
261,NCU18,OUT049,1673.2486119999996
262,FDY33,OUT018,1719.2953400000008
263,FDC15,OUT027,2833.1787400000003
264,FDU01,OUT049,2306.4577020000006
265,NCU42,OUT046,1918.502699999999
266,NCV29,OUT018,2153.270438
267,NCY30,OUT017,2820.635067999999
268,FDQ46,OUT049,1573.5850100000002
269,FDG58,OUT027,2938.435062
270,FDK33,OUT017,2931.5373740000014
271,NCD07,OUT045,1295.9264359999997
272,NCX29,OUT027,2995.221144000001
273,NCT42,OUT013,1799.6640579999998
274,DRN59,OUT035,796.1902719999999
275,FDI44,OUT035,974.2518240000004
276,FDA45,OUT049,2262.6081140000006
277,FDP31,OUT045,852.9297479999998
278,FDY01,OUT046,1579.430734
279,FDT09,OUT018,1114.2695640000004
280,DRH03,OUT027,2156.599438000001
281,FDA36,OUT018,2097.6029000000017
282,NCF31,OUT017,1998.4586219999994
283,FDG14,OUT049,2051.442986
284,FDG28,OUT027,4919.243326000002
285,FDU14,OUT049,3307.055232
286,FDY47,OUT019,284.47636600000004
287,FDI56,OUT049,1326.752975999999
288,DRD01,OUT013,818.4080180000003
289,FDM22,OUT046,804.7857500000002
290,FDH33,OUT013,689.2095279999998
291,DRZ24,OUT013,1662.8355000000001
292,NCQ38,OUT046,1539.7157639999998
293,FDO16,OUT027,1786.248188000002
294,FDU07,OUT027,2903.4272979999987
295,NCB07,OUT013,2490.458190000001
296,FDU48,OUT045,2172.8715899999984
297,NCM43,OUT045,2125.9127160000003
298,FDR31,OUT010,205.56575000000004
299,DRK49,OUT018,388.71401399999996
300,NCI30,OUT010,584.4192659999999
301,DRD60,OUT017,2978.4895899999997
302,NCG19,OUT046,2800.5944880000006
303,FDH12,OUT035,1350.3089799999993
304,FDM32,OUT035,1359.1974099999995
305,FDM27,OUT035,1848.8467039999998
306,NCU53,OUT027,3601.01259
307,NCQ18,OUT046,1145.6287439999999
308,FDS10,OUT013,3038.704542
309,FDB33,OUT027,4158.287189999998
310,FDI12,OUT013,793.4604919999998
311,NCW42,OUT013,2826.6139519999997
312,NCC06,OUT018,1189.5582279999999
313,FDW02,OUT017,1845.557652000001
314,NCD43,OUT017,1441.6966879999998
315,FDM57,OUT018,778.0272479999996
316,FDA58,OUT017,2864.9240840000007
317,FDK56,OUT046,2563.216814000001
318,FDP52,OUT045,3044.350526
319,FDW20,OUT018,1284.734338
320,FDS52,OUT049,1381.9477960000002
321,NCT29,OUT018,1786.2947940000006
322,NCL54,OUT013,2374.7488080000003
323,FDC05,OUT045,2910.717808000001
324,FDF34,OUT035,2909.5460000000003
325,FDP03,OUT027,2487.641856
326,FDD32,OUT010,123.57248
327,FDZ10,OUT045,1678.1222679999994
328,FDZ40,OUT035,586.6164059999996
329,FDD51,OUT018,420.7123620000002
330,NCY30,OUT019,557.6807380000001
331,FDP58,OUT017,2407.805778
332,FDV49,OUT017,3673.857768
333,FDY24,OUT019,107.77970399999997
334,NCO55,OUT017,1471.5977659999996
335,FDR13,OUT017,1758.8438599999997
336,FDS51,OUT017,891.5394899999998
337,FDP26,OUT045,1379.6041800000003
338,NCB54,OUT027,2809.802501999999
339,FDF32,OUT017,2604.815998000001
340,FDN31,OUT018,2159.981702000002
341,DRM48,OUT017,599.7060339999998
342,FDN20,OUT049,2007.4402640000005
343,DRL01,OUT046,2989.295524000001
344,FDV56,OUT049,1400.2173480000006
345,DRH13,OUT027,2640.869067999998
346,FDA03,OUT017,2218.492206000001
347,FDF47,OUT027,4015.939149999999
348,FDX32,OUT046,1992.3399200000003
349,FDX57,OUT049,1336.300548
350,NCA30,OUT045,2923.820752
351,FDO49,OUT013,609.812878
352,FDL04,OUT019,205.39264199999997
353,DRM48,OUT035,721.0081359999999
354,FDR16,OUT013,2267.9478299999982
355,NCC19,OUT018,3020.5748079999994
356,NCE42,OUT045,3538.4074160000005
357,FDY24,OUT017,757.7869280000003
358,FDH19,OUT049,2356.625732000001
359,FDJ46,OUT013,2405.222474000001
360,FDN45,OUT010,321.35502799999983
361,FDY08,OUT035,1521.8057439999998
362,FDZ37,OUT035,1179.7243620000006
363,NCT30,OUT045,651.0059239999998
364,DRY23,OUT018,402.1032520000002
365,NCZ30,OUT018,1494.348152
366,FDC44,OUT018,1138.4713940000001
367,FDB45,OUT035,1434.5593119999999
368,FDY04,OUT013,1944.6153760000004
369,FDM27,OUT046,2423.998034000001
370,FDZ43,OUT017,3125.511546000001
371,FDT39,OUT019,243.01034199999995
372,NCC06,OUT019,287.3725960000002
373,FDL15,OUT027,3251.0947420000007
374,FDL57,OUT017,3375.3463380000003
375,FDU08,OUT046,1152.8992799999999
376,FDK40,OUT017,3425.9205059999995
377,FDQ12,OUT010,504.2169980000004
378,FDS48,OUT017,2441.7216299999995
379,FDP09,OUT045,2939.4137880000026
380,FDW21,OUT049,1293.6826899999999
381,FDY25,OUT035,2361.3262800000007
382,DRE13,OUT017,1062.729986
383,FDV43,OUT019,71.66671199999999
384,FDD22,OUT045,1582.7530759999997
385,FDM46,OUT019,198.7213260000001
386,NCO30,OUT010,416.42460999999986
387,FDM25,OUT046,2138.463045999999
388,NCN41,OUT049,1626.622638
389,FDU24,OUT045,1186.4689160000007
390,FDZ50,OUT046,2251.7688900000003
391,FDP45,OUT013,3215.7673939999986
392,NCM54,OUT045,1605.0640339999998
393,FDW10,OUT019,441.645114
394,FDP20,OUT017,1655.6781499999995
395,FDK32,OUT046,2411.341176
396,FDN52,OUT049,1120.794404
397,FDM58,OUT045,1739.1494960000002
398,FDZ46,OUT027,2200.422394000003
399,NCA18,OUT018,1323.1576559999996
400,FDD35,OUT046,1581.4481080000003
401,NCK31,OUT035,658.7891260000001
402,FDI40,OUT027,2199.0907939999997
403,FDT50,OUT019,228.41600599999995
404,NCT06,OUT046,1887.7493980000006
405,FDT31,OUT035,2556.332442000001
406,FDT45,OUT049,863.2363319999998
407,FDT13,OUT045,2317.3035840000016
408,FDO50,OUT045,1229.3397779999991
409,NCU18,OUT010,270.30814200000015
410,NCR54,OUT049,2801.1537599999992
411,NCO18,OUT018,1926.5389059999993
412,FDU09,OUT045,889.9548860000007
413,FDT13,OUT018,2112.4768720000015
414,FDE09,OUT046,1577.54652
415,NCK53,OUT019,215.63930399999998
416,FDG45,OUT049,2359.422091999999
417,DRH15,OUT035,899.682224
418,FDO21,OUT019,420.0199299999997
419,FDD14,OUT027,3747.089109999999
420,FDC09,OUT046,1279.5144659999999
421,FDH45,OUT027,1077.7704079999996
422,FDV32,OUT046,955.8690859999994
423,FDG12,OUT035,2046.73578
424,FDS32,OUT013,1923.869047999999
425,NCL55,OUT018,2781.0066519999987
426,DRE01,OUT035,2383.843636000001
427,DRE15,OUT049,917.2926340000002
428,NCL42,OUT045,2904.3261280000006
429,FDP31,OUT013,701.5734339999998
430,FDN33,OUT018,1186.7618679999987
431,FDZ59,OUT046,2060.9905580000004
432,FDE45,OUT010,361.9821439999999
433,FDJ07,OUT013,1592.154172
434,FDQ45,OUT018,2274.9786780000018
435,FDM33,OUT027,4432.283863999995
436,FDO15,OUT010,178.4743479999999
437,FDM46,OUT013,1112.4252979999999
438,FDR03,OUT045,2871.362369999999
439,FDY49,OUT018,2070.4049700000005
440,FDQ60,OUT045,1557.3128580000005
441,FDW10,OUT049,2768.7359580000007
442,FDO51,OUT049,669.4352680000002
443,FDJ40,OUT018,1346.74695
444,FDS20,OUT018,1964.1499479999998
445,FDU45,OUT013,1754.1299960000001
446,FDV02,OUT035,2259.8117539999994
447,FDN09,OUT046,2894.858452000002
448,NCM55,OUT027,3852.212271999996
449,FDN23,OUT018,1623.3136119999995
450,FDY31,OUT010,271.30018400000006
451,FDW03,OUT010,266.5796619999999
452,FDD14,OUT046,2522.1036639999993
453,FDV23,OUT017,1989.4237159999998
454,DRI03,OUT045,2224.877228000001
455,FDN13,OUT035,1122.3190860000004
456,FDF45,OUT027,1456.1911540000012
457,FDU46,OUT035,1375.156636
458,FDB57,OUT049,2893.1140559999994
459,FDV12,OUT049,1274.5609139999992
460,FDQ58,OUT013,1991.2746399999999
461,NCA18,OUT017,1301.2927840000002
462,FDH52,OUT049,876.3659080000001
463,FDM24,OUT018,1849.5391359999994
464,NCP43,OUT027,3894.257542000001
465,NCO18,OUT019,424.81369
466,FDM32,OUT017,1385.8027780000002
467,NCL07,OUT017,616.4841939999999
468,FDK03,OUT013,3323.2474879999977
469,FDP59,OUT017,1491.7182420000006
470,FDQ24,OUT049,3266.960755999999
471,FDQ16,OUT018,1296.3525479999998
472,FDU44,OUT013,1859.8723519999992
473,FDH28,OUT010,75.22208400000004
474,FDV28,OUT019,66.034044
475,FDM22,OUT045,724.3704260000002
476,FDR56,OUT046,2895.004928000001
477,FDV39,OUT049,2660.583406000001
478,FDU37,OUT019,160.111584
479,FDQ11,OUT010,626.9172799999994
480,FDX02,OUT045,2982.2646760000007
481,NCS42,OUT018,1065.6861379999991
482,FDY57,OUT027,2075.032279999999
483,FDB21,OUT049,3309.3988480000007
484,FDE28,OUT017,2650.8893580000017
485,FDQ55,OUT017,1747.412073999999
486,FDA48,OUT049,2963.8486480000015
487,FDZ19,OUT045,2177.858432
488,NCC43,OUT045,3470.609002
489,NCV18,OUT046,1039.9130200000002
490,NCA42,OUT018,1700.2201699999996
491,FDY45,OUT046,3193.030323999999
492,NCC30,OUT045,2537.503617999999
493,FDM57,OUT013,760.1238859999999
494,FDL09,OUT010,331.9678800000002
495,FDB09,OUT027,2407.3596919999995
496,FDT44,OUT035,1548.48435
497,NCT06,OUT027,3172.463762000001
498,FDX26,OUT049,2476.2833080000014
499,FDK32,OUT013,2263.5668659999997
500,DRA12,OUT046,3218.0976939999982
501,FDO46,OUT010,529.3709220000002
502,FDE52,OUT013,904.1430839999999
503,NCH42,OUT045,2617.2930900000015
504,FDV08,OUT035,709.0636840000003
505,FDB47,OUT018,2377.425324
506,FDC28,OUT010,199.600182
507,FDD22,OUT046,1678.8613059999996
508,FDS07,OUT027,2242.174712000001
509,DRI13,OUT045,2850.5428040000006
510,FDG32,OUT018,2437.1742160000003
511,FDU14,OUT017,3422.098814
512,FDD28,OUT019,125.09716199999997
513,NCP41,OUT017,1547.9783419999987
514,FDS08,OUT049,2311.7175219999976
515,FDX47,OUT045,2146.4393299999983
516,FDC53,OUT019,241.29923599999987
517,FDQ19,OUT035,3063.898414000002
518,FDL14,OUT045,2072.3757379999997
519,FDM33,OUT019,314.2975479999999
520,FDA51,OUT045,1447.0830099999998
521,FDZ27,OUT018,423.788358
522,FDT04,OUT046,570.4574399999998
523,DRC13,OUT049,1534.675658
524,FDR16,OUT027,3795.3329780000004
525,FDQ03,OUT027,4210.925337999998
526,FDE38,OUT035,2184.1901899999984
527,DRH23,OUT027,1737.7513160000015
528,FDT11,OUT019,349.24538999999976
529,FDD09,OUT035,2343.209862
530,FDR40,OUT045,909.6093019999997
531,FDX07,OUT017,2343.4428919999996
532,FDR07,OUT035,1358.152104
533,FDA51,OUT017,1941.3729299999986
534,FDT59,OUT019,438.31611399999974
535,FDF20,OUT017,2482.4952219999986
536,FDR13,OUT045,1619.318812
537,FDY26,OUT049,2612.8455459999986
538,FDW04,OUT017,1615.2307999999998
539,FDK52,OUT017,2717.5226220000004
540,FDN60,OUT049,1914.8075099999994
541,FDM09,OUT019,321.14863
542,FDP46,OUT049,1080.7931399999998
543,FDB50,OUT019,177.855154
544,NCQ29,OUT049,3296.3558259999986
545,FDP16,OUT027,3940.7303819999984
546,FDX33,OUT018,1924.3217920000004
547,FDP07,OUT010,353.10703
548,FDN22,OUT046,2500.77809
549,FDF39,OUT049,3656.2340419999987
550,FDS21,OUT017,867.6905340000005
551,NCM42,OUT013,1366.9206900000001
552,FDK50,OUT019,222.77667999999997
553,DRF13,OUT027,2825.415512000001
554,FDH35,OUT018,1743.3307200000008
555,FDP60,OUT018,1034.2204299999996
556,DRJ49,OUT027,2965.3000920000004
557,NCT42,OUT019,370.7973359999997
558,FDE38,OUT049,1988.2918559999991
559,FDI04,OUT049,2883.44664
560,NCH54,OUT045,1665.385514
561,FDT56,OUT049,866.3789080000005
562,DRD15,OUT018,3144.313737999999
563,FDV58,OUT013,2790.527592
564,FDP21,OUT049,2162.9778020000003
565,FDH05,OUT013,2812.1993820000016
566,FDR10,OUT027,3822.424380000002
567,NCP06,OUT045,1795.1099860000008
568,FDF33,OUT049,1254.3538839999994
569,DRK37,OUT013,2435.6695080000018
570,DRH49,OUT045,1134.376724
571,FDT58,OUT013,1931.3126920000007
572,FDD41,OUT018,1315.0482119999992
573,FDP40,OUT018,1376.8743999999995
574,FDM51,OUT027,2439.4179619999995
575,FDO45,OUT010,157.91444400000003
576,FDW33,OUT010,230.25361400000003
577,FDY24,OUT045,840.2662319999997
578,FDB10,OUT010,392.76873600000016
579,FDM40,OUT035,1832.8275559999997
580,NCI06,OUT017,2546.3121520000004
581,FDW12,OUT019,234.29501999999997
582,FDX48,OUT027,3405.839978
583,NCW05,OUT027,2654.511309999998
584,FDX27,OUT017,1329.4694400000005
585,DRM37,OUT045,2711.024414000001
586,FDA38,OUT045,3197.777477999999
587,FDR36,OUT046,794.625642
588,FDZ45,OUT046,2741.3382879999995
589,FDG05,OUT017,1865.0722500000002
590,FDK28,OUT013,3049.6636100000005
591,FDV47,OUT045,942.2601340000004
592,FDN21,OUT045,2034.604904
593,FDP20,OUT027,2364.7950980000005
594,FDI35,OUT045,2875.956389999999
595,DRY23,OUT013,643.9151539999999
596,FDA56,OUT017,1666.7703779999997
597,FDB09,OUT013,1336.8398460000008
598,NCO26,OUT027,2549.6278360000006
599,FDQ49,OUT018,1745.5278600000008
600,FDI52,OUT027,2690.2381379999993
601,FDZ44,OUT027,2688.3938719999987
602,FDZ09,OUT018,1588.964990000001
603,FDY03,OUT049,1743.7235420000006
604,NCG42,OUT017,1390.1571100000003
605,DRI13,OUT027,4334.717531999999
606,FDQ32,OUT013,1600.896126000001
607,FDW16,OUT035,1377.0408499999999
608,FDU27,OUT046,586.276848
609,FDR28,OUT010,258.8497240000001
610,FDQ49,OUT010,243.82927599999996
611,FDS37,OUT046,1689.1146260000003
612,FDW26,OUT018,2078.2347780000005
613,FDX12,OUT018,2948.302218
614,NCP06,OUT013,1541.2138140000004
615,FDW45,OUT010,313.3387960000001
616,NCN30,OUT049,1075.713086
617,FDN24,OUT049,763.3397
618,NCL41,OUT027,1296.8052919999996
619,FDR02,OUT019,232.80362800000006
620,FDD09,OUT010,426.0520779999998
621,FDS33,OUT010,169.36620400000004
622,FDU22,OUT045,1398.952328
623,FDI53,OUT013,1900.9388960000006
624,DRH01,OUT049,1842.821213999999
625,FDX32,OUT013,2150.3742080000006
626,NCP30,OUT018,434.14154800000017
627,FDB60,OUT045,2548.962035999999
628,FDB14,OUT049,1267.8696240000004
629,NCP02,OUT035,746.3018780000001
630,FDJ10,OUT017,1962.8849280000002
631,FDG34,OUT046,1495.9860199999998
632,NCB18,OUT017,1346.7070019999994
633,FDM16,OUT049,823.621232
634,FDW25,OUT018,981.5756240000003
635,FDB35,OUT010,182.66223
636,DRN11,OUT013,1777.186650000001
637,FDF41,OUT019,426.418268
638,FDH16,OUT045,1173.1262839999995
639,NCQ50,OUT018,2738.2356599999994
640,DRH23,OUT018,761.8283340000002
641,DRJ37,OUT013,2191.134484
642,DRJ24,OUT027,3404.8412779999985
643,FDY16,OUT035,2366.6193900000007
644,FDQ27,OUT045,1568.611484
645,FDZ33,OUT045,1635.0250339999986
646,FDF29,OUT045,1829.9779319999998
647,FDA08,OUT049,2312.48985
648,FDG31,OUT046,928.1784640000002
649,FDE34,OUT019,448.55611799999997
650,NCR30,OUT027,2197.779168000001
651,FDV33,OUT035,3210.3411239999987
652,DRZ24,OUT018,1340.4018760000001
653,NCL54,OUT035,2166.6064119999996
654,FDR12,OUT049,2129.1351879999993
655,NCC54,OUT046,2459.0590620000007
656,DRN59,OUT013,693.683704
657,FDX50,OUT019,277.532072
658,FDV31,OUT027,4137.540862000003
659,NCA29,OUT027,2933.321718000002
660,FDW60,OUT049,2783.403532000002
661,FDX08,OUT017,2495.8844599999998
662,DRD49,OUT013,2841.6344000000017
663,FDD33,OUT046,2587.5251720000006
664,FDW35,OUT013,813.9671320000002
665,FDJ36,OUT017,1197.3680619999993
666,FDV51,OUT035,2455.8499059999986
667,FDW36,OUT046,1312.6779639999995
668,FDH35,OUT046,2033.0202999999992
669,NCS30,OUT027,3570.791927999999
670,FDN49,OUT017,548.8056240000002
671,FDL08,OUT018,2342.1179500000003
672,FDI09,OUT013,2848.4655079999998
673,FDP19,OUT018,1356.7206339999996
674,FDU21,OUT010,72.17272000000001
675,NCP41,OUT045,1371.168494
676,FDY10,OUT013,1819.8178240000007
677,FDP12,OUT018,515.8352080000002
678,NCN26,OUT049,1339.349912
679,FDK44,OUT013,2397.0464500000003
680,FDC28,OUT049,1304.748286
681,FDJ41,OUT027,4628.834681999998
682,NCT29,OUT035,2063.8335239999997
683,NCH42,OUT019,447.55741800000015
684,FDU60,OUT018,1736.2199759999996
685,FDS02,OUT045,2340.0539700000013
686,FDC51,OUT046,1553.2781100000002
687,FDU03,OUT013,2529.5206760000005
688,FDX39,OUT045,3013.530644
689,NCY05,OUT010,91.42099799999998
690,NCL06,OUT027,4699.402823999999
